1,1,0,0,0,1,1173112294.204
102,131,0,0,0,1,1173112294.204
1,1,0,0,0,1,1173112296.507
98,215,0,0,0,1,1173112296.517
1,1,0,0,0,1,1173112296.847
95,129,0,0,0,1,1173112296.847
0,0,1,0,0,1,1173112297.769
0,0,105,0,0,1,1173112297.769
0,1,0,0,0,1,1173112298.380
0,156,0,0,0,1,1173112298.380
0,1,0,0,0,1,1173112298.980
0,233,0,0,0,1,1173112298.980
1,1,0,0,0,1,1173112299.321
98,154,0,0,0,1,1173112299.321
1,1,0,0,0,1,1173112319.79
90,219,0,0,0,1,1173112319.79
1,1,0,0,0,1,1173112319.410
103,116,0,0,0,1,1173112319.410
1,1,0,0,0,1,1173112424.160
88,143,0,0,0,1,1173112424.170
1,1,0,0,0,1,1173112424.481
102,165,0,0,0,1,1173112424.481
0,0,1,0,0,1,1173112425.402
0,0,72,0,0,1,1173112425.402
0,0,1,0,0,1,1173112427.876
0,0,74,0,0,1,1173112427.876
0,0,1,0,0,1,1173112428.76
0,0,93,0,0,1,1173112428.76
0,0,1,0,0,1,1173112428.286
0,0,129,0,0,1,1173112428.296
1,0,1,0,0,1,1173112473.301
131,0,129,0,0,1,1173112473.301
1,0,1,0,0,1,1173112473.501
130,0,129,0,0,1,1173112473.501
1,0,1,0,0,1,1173112473.712
131,0,129,0,0,1,1173112473.712
1,0,1,0,0,1,1173112473.912
133,0,128,0,0,1,1173112473.912
1,0,1,0,0,1,1173112474.142
130,0,129,0,0,1,1173112474.142
1,1,0,0,0,1,1173112477.177
88,143,0,0,0,1,1173112477.187
1,1,0,0,0,1,1173112477.437
102,165,0,0,0,1,1173112477.437
0,0,1,0,0,1,1173112478.378
0,0,72,0,0,1,1173112478.378
0,0,1,0,0,1,1173112480.51
0,0,74,0,0,1,1173112480.61
0,0,1,0,0,1,1173112480.261
0,0,93,0,0,1,1173112480.261
1,0,1,0,0,1,1173112480.491
131,0,128,0,0,1,1173112480.491
1,0,1,0,0,1,1173112480.712
133,0,129,0,0,1,1173112480.712
1,1,0,0,0,1,1173112482.494
88,143,0,0,0,1,1173112482.494
1,1,0,0,0,1,1173112482.735
102,165,0,0,0,1,1173112482.735
0,0,1,0,0,1,1173112483.686
0,0,72,0,0,1,1173112483.686
1,1,0,1,1,1,1173115902.883
88,87,0,86,108,1,1173115902.893
1,1,0,1,1,1,1173115903.83
98,84,0,75,84,1,1173115903.93
1,1,0,1,1,1,1173115903.283
91,76,0,61,106,1,1173115903.303
1,1,0,1,1,1,1173115903.503
80,88,0,77,104,1,1173115903.514
1,1,0,1,1,1,1173115903.704
64,78,0,67,111,1,1173115903.714
1,1,0,1,1,1,1173115903.924
83,102,0,81,119,1,1173115903.924
1,1,0,1,1,1,1173115904.124
83,86,0,61,98,1,1173115904.124
1,1,0,1,1,1,1173115904.325
69,96,0,56,105,1,1173115904.325
1,1,0,1,1,1,1173115904.555
75,106,0,102,107,1,1173115904.565
1,1,0,1,1,1,1173115904.775
78,100,0,80,116,1,1173115904.775
1,1,0,1,1,1,1173115904.976
81,78,0,69,99,1,1173115904.976
1,1,0,0,0,1,1173115905.687
95,198,0,0,0,1,1173115905.687
1,1,0,0,0,1,1173115905.887
86,94,0,0,0,1,1173115905.887
1,1,0,0,0,1,1173115906.818
107,152,0,0,0,1,1173115906.818
1,1,0,0,0,1,1173115907.79
72,155,0,0,0,1,1173115907.89
1,0,0,0,0,1,1173115907.569
99,0,0,0,0,1,1173115907.569
0,1,0,0,0,1,1173115908.0
0,215,0,0,0,1,1173115908.0
0,1,0,0,0,1,1173115908.330
0,117,0,0,0,1,1173115908.330
0,1,1,0,0,1,1173115909.232
0,190,64,0,0,1,1173115909.232
1,1,0,0,0,1,1173115909.833
90,218,0,0,0,1,1173115909.833
1,1,0,0,0,1,1173115910.163
102,131,0,0,0,1,1173115910.173
1,1,0,0,0,1,1173115912.346
98,215,0,0,0,1,1173115912.356
0,1,1,0,0,1,1173115927.398
0,190,64,0,0,1,1173115927.408
1,1,0,0,0,1,1173115928.9
90,218,0,0,0,1,1173115928.9
1,1,0,0,0,1,1173115928.339
102,131,0,0,0,1,1173115928.349
1,1,0,0,0,1,1173115937.22
98,215,0,0,0,1,1173115937.32
1,1,0,0,0,1,1173115939.45
87,100,0,0,0,1,1173115939.55
0,1,0,0,0,1,1173115939.756
0,34,0,0,0,1,1173115939.766
1,1,0,0,0,1,1173115945.284
95,129,0,0,0,1,1173115945.284
1,1,0,1,1,1,1173116091.874
88,87,0,86,108,1,1173116091.874
1,1,0,1,1,1,1173116092.75
98,84,0,75,84,1,1173116092.75
1,1,0,1,1,1,1173116092.275
91,76,0,61,106,1,1173116092.275
1,1,0,1,1,1,1173116092.515
80,88,0,77,104,1,1173116092.515
1,1,0,1,1,1,1173116092.716
64,78,0,67,111,1,1173116092.716
1,1,0,1,1,1,1173116092.946
88,80,0,72,104,1,1173116092.946
1,1,0,1,1,1,1173116093.176
78,94,0,88,117,1,1173116093.186
1,1,0,1,1,1,1173116093.377
83,101,0,82,112,1,1173116093.387
1,1,0,1,1,1,1173116093.617
84,79,0,50,93,1,1173116093.617
1,1,0,1,1,1,1173116093.817
64,79,0,63,103,1,1173116093.827
1,1,0,1,1,1,1173116094.17
79,73,0,86,75,1,1173116094.17
1,1,0,1,1,1,1173116132.162
88,87,0,88,107,1,1173116132.172
1,1,0,1,1,1,1173116132.383
100,83,0,77,85,1,1173116132.393
1,1,0,1,1,1,1173116132.583
91,77,0,60,106,1,1173116132.593
1,1,0,1,1,1,1173116132.803
79,88,0,76,104,1,1173116132.803
1,1,0,1,1,1,1173116133.3
62,77,0,68,111,1,1173116133.14
1,1,0,1,1,1,1173116133.204
81,102,0,81,117,1,1173116133.204
0,1,1,0,0,1,1173116133.414
0,99,72,0,0,1,1173116133.424
0,1,1,0,0,1,1173116133.875
0,126,49,0,0,1,1173116133.875
1,1,0,0,0,1,1173116134.806
89,141,0,0,0,1,1173116134.816
1,1,0,0,0,1,1173116135.107
102,165,0,0,0,1,1173116135.117
1,1,0,1,1,1,1173116219.67
88,86,0,90,105,1,1173116219.77
1,1,0,1,1,1,1173116219.278
101,84,0,75,85,1,1173116219.278
1,1,0,1,1,1,1173116219.478
91,77,0,56,106,1,1173116219.478
1,1,0,1,1,1,1173116219.678
78,84,0,94,110,1,1173116219.678
1,1,0,1,1,1,1173116219.878
72,82,0,67,96,1,1173116219.888
1,1,0,1,1,1,1173116220.79
75,79,0,50,101,1,1173116220.89
1,1,0,1,1,1,1173116220.279
85,70,0,64,87,1,1173116220.289
1,1,0,1,1,1,1173116220.489
70,64,0,58,100,1,1173116220.489
1,1,0,1,1,1,1173116220.700
74,105,0,105,103,1,1173116220.710
1,1,0,1,1,1,1173116220.910
85,89,0,55,105,1,1173116220.910
1,1,0,1,1,1,1173116221.140
80,59,0,74,67,1,1173116221.140
1,1,0,1,1,1,1173116221.341
87,76,0,99,70,1,1173116221.341
1,1,0,0,0,1,1173116236.733
96,167,0,0,0,1,1173116236.733
1,1,0,0,0,1,1173116237.63
94,106,0,0,0,1,1173116237.63
1,0,0,0,0,1,1173116237.524
69,0,0,0,0,1,1173116237.524
0,1,0,0,0,1,1173116237.994
0,117,0,0,0,1,1173116237.994
0,1,0,0,0,1,1173116238.295
0,145,0,0,0,1,1173116238.305
0,1,1,0,0,1,1173116239.196
0,145,60,0,0,1,1173116239.206
0,1,1,0,0,1,1173116239.497
0,116,52,0,0,1,1173116239.507
1,0,0,0,0,1,1173116239.967
89,0,0,0,0,1,1173116239.967
1,1,0,0,0,1,1173116240.398
86,192,0,0,0,1,1173116240.408
1,1,0,0,0,1,1173116240.698
95,195,0,0,0,1,1173116240.708
1,1,0,0,0,1,1173116241.640
106,151,0,0,0,1,1173116241.640
1,1,0,0,0,1,1173116241.940
72,148,0,0,0,1,1173116241.940
1,0,0,0,0,1,1173116242.411
99,0,0,0,0,1,1173116242.411
0,1,0,0,0,1,1173116242.871
0,79,0,0,0,1,1173116242.881
0,1,0,0,0,1,1173116243.172
0,121,0,0,0,1,1173116243.182
0,1,1,0,0,1,1173116244.63
0,191,66,0,0,1,1173116244.63
1,1,0,0,0,1,1173116244.704
88,140,0,0,0,1,1173116244.714
1,1,0,0,0,1,1173116245.5
102,134,0,0,0,1,1173116245.15
1,1,0,0,0,1,1173116247.208
86,101,0,0,0,1,1173116247.208
1,1,0,0,0,1,1173116247.508
95,127,0,0,0,1,1173116247.508
1,0,0,0,0,1,1173116249.201
82,0,0,0,0,1,1173116249.201
1,1,0,0,0,1,1173116249.681
81,121,0,0,0,1,1173116249.681
1,1,0,0,0,1,1173116249.972
100,153,0,0,0,1,1173116249.982
1,1,0,0,0,1,1173116252.165
88,113,0,0,0,1,1173116252.175
1,1,0,0,0,1,1173116252.485
103,117,0,0,0,1,1173116252.485
0,0,1,0,0,1,1173116253.417
0,0,65,0,0,1,1173116253.427
